filepaths,Font
./Font/Font/Sample060/img060-00261.png,x
./Font/Font/Sample060/img060-00348.png,x
./Font/Font/Sample060/img060-00214.png,x
./Font/Font/Sample060/img060-00902.png,x
./Font/Font/Sample060/img060-00707.png,x
./Font/Font/Sample060/img060-00163.png,x
./Font/Font/Sample060/img060-00139.png,x
./Font/Font/Sample060/img060-00004.png,x
./Font/Font/Sample060/img060-00655.png,x
./Font/Font/Sample060/img060-00633.png,x
./Font/Font/Sample060/img060-00164.png,x
./Font/Font/Sample060/img060-00311.png,x
./Font/Font/Sample060/img060-00601.png,x
./Font/Font/Sample060/img060-00144.png,x
./Font/Font/Sample060/img060-00638.png,x
./Font/Font/Sample060/img060-01011.png,x
./Font/Font/Sample060/img060-01000.png,x
./Font/Font/Sample060/img060-01015.png,x
./Font/Font/Sample060/img060-00064.png,x
./Font/Font/Sample060/img060-00269.png,x
./Font/Font/Sample060/img060-00192.png,x
./Font/Font/Sample060/img060-00280.png,x
./Font/Font/Sample060/img060-00649.png,x
./Font/Font/Sample060/img060-00350.png,x
./Font/Font/Sample060/img060-00375.png,x
./Font/Font/Sample060/img060-00535.png,x
./Font/Font/Sample060/img060-00650.png,x
./Font/Font/Sample060/img060-00822.png,x
./Font/Font/Sample060/img060-00414.png,x
./Font/Font/Sample060/img060-00626.png,x
./Font/Font/Sample060/img060-00737.png,x
./Font/Font/Sample060/img060-00499.png,x
./Font/Font/Sample060/img060-00438.png,x
./Font/Font/Sample060/img060-00548.png,x
./Font/Font/Sample060/img060-00371.png,x
./Font/Font/Sample060/img060-00662.png,x
./Font/Font/Sample060/img060-00580.png,x
./Font/Font/Sample060/img060-00629.png,x
./Font/Font/Sample060/img060-00291.png,x
./Font/Font/Sample060/img060-00735.png,x
./Font/Font/Sample060/img060-00271.png,x
./Font/Font/Sample060/img060-00224.png,x
./Font/Font/Sample060/img060-00079.png,x
./Font/Font/Sample060/img060-00758.png,x
./Font/Font/Sample060/img060-00732.png,x
./Font/Font/Sample060/img060-00560.png,x
./Font/Font/Sample060/img060-00597.png,x
./Font/Font/Sample060/img060-00984.png,x
./Font/Font/Sample060/img060-00911.png,x
./Font/Font/Sample060/img060-00239.png,x
./Font/Font/Sample060/img060-00517.png,x
./Font/Font/Sample060/img060-00441.png,x
./Font/Font/Sample060/img060-00270.png,x
./Font/Font/Sample060/img060-00157.png,x
./Font/Font/Sample060/img060-00727.png,x
./Font/Font/Sample060/img060-00965.png,x
./Font/Font/Sample060/img060-00932.png,x
./Font/Font/Sample060/img060-00415.png,x
./Font/Font/Sample060/img060-00354.png,x
./Font/Font/Sample060/img060-00723.png,x
./Font/Font/Sample060/img060-00573.png,x
./Font/Font/Sample060/img060-00111.png,x
./Font/Font/Sample060/img060-00088.png,x
./Font/Font/Sample060/img060-00572.png,x
./Font/Font/Sample060/img060-00567.png,x
./Font/Font/Sample060/img060-00090.png,x
./Font/Font/Sample060/img060-00215.png,x
./Font/Font/Sample060/img060-00085.png,x
./Font/Font/Sample060/img060-00335.png,x
./Font/Font/Sample060/img060-00258.png,x
./Font/Font/Sample060/img060-00409.png,x
./Font/Font/Sample060/img060-00885.png,x
./Font/Font/Sample060/img060-00534.png,x
./Font/Font/Sample060/img060-00179.png,x
./Font/Font/Sample060/img060-00810.png,x
./Font/Font/Sample060/img060-00432.png,x
./Font/Font/Sample060/img060-00790.png,x
./Font/Font/Sample060/img060-00634.png,x
./Font/Font/Sample060/img060-00773.png,x
./Font/Font/Sample060/img060-00710.png,x
./Font/Font/Sample060/img060-00873.png,x
./Font/Font/Sample060/img060-00231.png,x
./Font/Font/Sample060/img060-00428.png,x
./Font/Font/Sample060/img060-00191.png,x
./Font/Font/Sample060/img060-00791.png,x
./Font/Font/Sample060/img060-00016.png,x
./Font/Font/Sample060/img060-00657.png,x
./Font/Font/Sample060/img060-00631.png,x
./Font/Font/Sample060/img060-00329.png,x
./Font/Font/Sample060/img060-00971.png,x
./Font/Font/Sample060/img060-00206.png,x
./Font/Font/Sample060/img060-00681.png,x
./Font/Font/Sample060/img060-00538.png,x
./Font/Font/Sample060/img060-00080.png,x
./Font/Font/Sample060/img060-00798.png,x
./Font/Font/Sample060/img060-00325.png,x
./Font/Font/Sample060/img060-00744.png,x
./Font/Font/Sample060/img060-00108.png,x
./Font/Font/Sample060/img060-00268.png,x
./Font/Font/Sample060/img060-00276.png,x
./Font/Font/Sample060/img060-00808.png,x
./Font/Font/Sample060/img060-00063.png,x
./Font/Font/Sample060/img060-00646.png,x
./Font/Font/Sample060/img060-00100.png,x
./Font/Font/Sample060/img060-00454.png,x
./Font/Font/Sample060/img060-00907.png,x
./Font/Font/Sample060/img060-00891.png,x
./Font/Font/Sample060/img060-00245.png,x
./Font/Font/Sample060/img060-00043.png,x
./Font/Font/Sample060/img060-00009.png,x
./Font/Font/Sample060/img060-00640.png,x
./Font/Font/Sample060/img060-00913.png,x
./Font/Font/Sample060/img060-00346.png,x
./Font/Font/Sample060/img060-00087.png,x
./Font/Font/Sample060/img060-00998.png,x
./Font/Font/Sample060/img060-00879.png,x
./Font/Font/Sample060/img060-00734.png,x
./Font/Font/Sample060/img060-00160.png,x
./Font/Font/Sample060/img060-00300.png,x
./Font/Font/Sample060/img060-00443.png,x
./Font/Font/Sample060/img060-00763.png,x
./Font/Font/Sample060/img060-00253.png,x
./Font/Font/Sample060/img060-00799.png,x
./Font/Font/Sample060/img060-00921.png,x
./Font/Font/Sample060/img060-00156.png,x
./Font/Font/Sample060/img060-00060.png,x
./Font/Font/Sample060/img060-00083.png,x
./Font/Font/Sample060/img060-00293.png,x
./Font/Font/Sample060/img060-00795.png,x
./Font/Font/Sample060/img060-00176.png,x
./Font/Font/Sample060/img060-00459.png,x
./Font/Font/Sample060/img060-00792.png,x
./Font/Font/Sample060/img060-00150.png,x
./Font/Font/Sample060/img060-00003.png,x
./Font/Font/Sample060/img060-00147.png,x
./Font/Font/Sample060/img060-00078.png,x
./Font/Font/Sample060/img060-00544.png,x
./Font/Font/Sample060/img060-00388.png,x
./Font/Font/Sample060/img060-00587.png,x
./Font/Font/Sample060/img060-00729.png,x
./Font/Font/Sample060/img060-00051.png,x
./Font/Font/Sample060/img060-00427.png,x
./Font/Font/Sample060/img060-00112.png,x
./Font/Font/Sample060/img060-00033.png,x
./Font/Font/Sample060/img060-00695.png,x
./Font/Font/Sample060/img060-00400.png,x
./Font/Font/Sample060/img060-00598.png,x
./Font/Font/Sample060/img060-00020.png,x
./Font/Font/Sample060/img060-00488.png,x
./Font/Font/Sample060/img060-00958.png,x
./Font/Font/Sample060/img060-00698.png,x
./Font/Font/Sample060/img060-00027.png,x
./Font/Font/Sample060/img060-00489.png,x
./Font/Font/Sample060/img060-00815.png,x
./Font/Font/Sample060/img060-00793.png,x
./Font/Font/Sample060/img060-00077.png,x
./Font/Font/Sample060/img060-00360.png,x
./Font/Font/Sample060/img060-00648.png,x
./Font/Font/Sample060/img060-00596.png,x
./Font/Font/Sample060/img060-00149.png,x
./Font/Font/Sample060/img060-00728.png,x
./Font/Font/Sample060/img060-00349.png,x
./Font/Font/Sample060/img060-00867.png,x
./Font/Font/Sample060/img060-00624.png,x
./Font/Font/Sample060/img060-00172.png,x
./Font/Font/Sample060/img060-00212.png,x
./Font/Font/Sample060/img060-00143.png,x
./Font/Font/Sample060/img060-00379.png,x
./Font/Font/Sample060/img060-00005.png,x
./Font/Font/Sample060/img060-00807.png,x
./Font/Font/Sample060/img060-00753.png,x
./Font/Font/Sample060/img060-00571.png,x
./Font/Font/Sample060/img060-00778.png,x
./Font/Font/Sample060/img060-00295.png,x
./Font/Font/Sample060/img060-00059.png,x
./Font/Font/Sample060/img060-00171.png,x
./Font/Font/Sample060/img060-00266.png,x
./Font/Font/Sample060/img060-00255.png,x
./Font/Font/Sample060/img060-00136.png,x
./Font/Font/Sample060/img060-00498.png,x
./Font/Font/Sample060/img060-00836.png,x
./Font/Font/Sample060/img060-01007.png,x
./Font/Font/Sample060/img060-00445.png,x
./Font/Font/Sample060/img060-00315.png,x
./Font/Font/Sample060/img060-00257.png,x
./Font/Font/Sample060/img060-00132.png,x
./Font/Font/Sample060/img060-00254.png,x
./Font/Font/Sample060/img060-00694.png,x
./Font/Font/Sample060/img060-00784.png,x
./Font/Font/Sample060/img060-00777.png,x
./Font/Font/Sample060/img060-00955.png,x
./Font/Font/Sample060/img060-00389.png,x
./Font/Font/Sample060/img060-00946.png,x
./Font/Font/Sample060/img060-00380.png,x
./Font/Font/Sample060/img060-00174.png,x
./Font/Font/Sample060/img060-00584.png,x
./Font/Font/Sample060/img060-00485.png,x
./Font/Font/Sample060/img060-00653.png,x
./Font/Font/Sample060/img060-00760.png,x
./Font/Font/Sample060/img060-00433.png,x
./Font/Font/Sample060/img060-00359.png,x
./Font/Font/Sample060/img060-00870.png,x
./Font/Font/Sample060/img060-00378.png,x
./Font/Font/Sample060/img060-00481.png,x
./Font/Font/Sample060/img060-00267.png,x
./Font/Font/Sample060/img060-00699.png,x
./Font/Font/Sample060/img060-00506.png,x
./Font/Font/Sample060/img060-00265.png,x
./Font/Font/Sample060/img060-00680.png,x
./Font/Font/Sample060/img060-00938.png,x
./Font/Font/Sample060/img060-00523.png,x
./Font/Font/Sample060/img060-00515.png,x
./Font/Font/Sample060/img060-00330.png,x
./Font/Font/Sample060/img060-00553.png,x
./Font/Font/Sample060/img060-00119.png,x
./Font/Font/Sample060/img060-00396.png,x
./Font/Font/Sample060/img060-00827.png,x
./Font/Font/Sample060/img060-00225.png,x
./Font/Font/Sample060/img060-00910.png,x
./Font/Font/Sample060/img060-00918.png,x
./Font/Font/Sample060/img060-00961.png,x
./Font/Font/Sample060/img060-00292.png,x
./Font/Font/Sample060/img060-00188.png,x
./Font/Font/Sample060/img060-00406.png,x
./Font/Font/Sample060/img060-00736.png,x
./Font/Font/Sample060/img060-00324.png,x
./Font/Font/Sample060/img060-00819.png,x
./Font/Font/Sample060/img060-00905.png,x
./Font/Font/Sample060/img060-00929.png,x
./Font/Font/Sample060/img060-00519.png,x
./Font/Font/Sample060/img060-00070.png,x
./Font/Font/Sample060/img060-00161.png,x
./Font/Font/Sample060/img060-00565.png,x
./Font/Font/Sample060/img060-00162.png,x
./Font/Font/Sample060/img060-00989.png,x
./Font/Font/Sample060/img060-00365.png,x
./Font/Font/Sample060/img060-00493.png,x
./Font/Font/Sample060/img060-00816.png,x
./Font/Font/Sample060/img060-00658.png,x
./Font/Font/Sample060/img060-00785.png,x
./Font/Font/Sample060/img060-00557.png,x
./Font/Font/Sample060/img060-00831.png,x
./Font/Font/Sample060/img060-00283.png,x
./Font/Font/Sample060/img060-00500.png,x
./Font/Font/Sample060/img060-00343.png,x
./Font/Font/Sample060/img060-00606.png,x
./Font/Font/Sample060/img060-00045.png,x
./Font/Font/Sample060/img060-00692.png,x
./Font/Font/Sample060/img060-00529.png,x
./Font/Font/Sample060/img060-00513.png,x
./Font/Font/Sample060/img060-00497.png,x
./Font/Font/Sample060/img060-00641.png,x
./Font/Font/Sample060/img060-00109.png,x
./Font/Font/Sample060/img060-00936.png,x
./Font/Font/Sample060/img060-00028.png,x
./Font/Font/Sample060/img060-00437.png,x
./Font/Font/Sample060/img060-00256.png,x
./Font/Font/Sample060/img060-00110.png,x
./Font/Font/Sample060/img060-00259.png,x
./Font/Font/Sample060/img060-00036.png,x
./Font/Font/Sample060/img060-00766.png,x
./Font/Font/Sample060/img060-00704.png,x
./Font/Font/Sample060/img060-00599.png,x
./Font/Font/Sample060/img060-00153.png,x
./Font/Font/Sample060/img060-00331.png,x
./Font/Font/Sample060/img060-00884.png,x
./Font/Font/Sample060/img060-00275.png,x
./Font/Font/Sample060/img060-00472.png,x
./Font/Font/Sample060/img060-00294.png,x
./Font/Font/Sample060/img060-00986.png,x
./Font/Font/Sample060/img060-00518.png,x
./Font/Font/Sample060/img060-00549.png,x
./Font/Font/Sample060/img060-00712.png,x
./Font/Font/Sample060/img060-00839.png,x
./Font/Font/Sample060/img060-00796.png,x
./Font/Font/Sample060/img060-00277.png,x
./Font/Font/Sample060/img060-00203.png,x
./Font/Font/Sample060/img060-00106.png,x
./Font/Font/Sample060/img060-00952.png,x
./Font/Font/Sample060/img060-00342.png,x
./Font/Font/Sample060/img060-00094.png,x
./Font/Font/Sample060/img060-00576.png,x
./Font/Font/Sample060/img060-00654.png,x
./Font/Font/Sample060/img060-00726.png,x
./Font/Font/Sample060/img060-00908.png,x
./Font/Font/Sample060/img060-00701.png,x
./Font/Font/Sample060/img060-00025.png,x
./Font/Font/Sample060/img060-00776.png,x
./Font/Font/Sample060/img060-00991.png,x
./Font/Font/Sample060/img060-00931.png,x
./Font/Font/Sample060/img060-00444.png,x
./Font/Font/Sample060/img060-00133.png,x
./Font/Font/Sample060/img060-00334.png,x
./Font/Font/Sample060/img060-00546.png,x
./Font/Font/Sample060/img060-00594.png,x
./Font/Font/Sample060/img060-00243.png,x
./Font/Font/Sample060/img060-00894.png,x
./Font/Font/Sample060/img060-00615.png,x
./Font/Font/Sample060/img060-00566.png,x
./Font/Font/Sample060/img060-00148.png,x
./Font/Font/Sample060/img060-00278.png,x
./Font/Font/Sample060/img060-00848.png,x
./Font/Font/Sample060/img060-00514.png,x
./Font/Font/Sample060/img060-00844.png,x
./Font/Font/Sample060/img060-00868.png,x
./Font/Font/Sample060/img060-00552.png,x
./Font/Font/Sample060/img060-00053.png,x
./Font/Font/Sample060/img060-00303.png,x
./Font/Font/Sample060/img060-00477.png,x
./Font/Font/Sample060/img060-00185.png,x
./Font/Font/Sample060/img060-00794.png,x
./Font/Font/Sample060/img060-00223.png,x
./Font/Font/Sample060/img060-00613.png,x
./Font/Font/Sample060/img060-00434.png,x
./Font/Font/Sample060/img060-00731.png,x
./Font/Font/Sample060/img060-00577.png,x
./Font/Font/Sample060/img060-00418.png,x
./Font/Font/Sample060/img060-00937.png,x
./Font/Font/Sample060/img060-00213.png,x
./Font/Font/Sample060/img060-00764.png,x
./Font/Font/Sample060/img060-00547.png,x
./Font/Font/Sample060/img060-00197.png,x
./Font/Font/Sample060/img060-00008.png,x
./Font/Font/Sample060/img060-00804.png,x
./Font/Font/Sample060/img060-00297.png,x
./Font/Font/Sample060/img060-00251.png,x
./Font/Font/Sample060/img060-00089.png,x
./Font/Font/Sample060/img060-00102.png,x
./Font/Font/Sample060/img060-00044.png,x
./Font/Font/Sample060/img060-00832.png,x
./Font/Font/Sample060/img060-00181.png,x
./Font/Font/Sample060/img060-00167.png,x
./Font/Font/Sample060/img060-00369.png,x
./Font/Font/Sample060/img060-00244.png,x
./Font/Font/Sample060/img060-00747.png,x
./Font/Font/Sample060/img060-00355.png,x
./Font/Font/Sample060/img060-00539.png,x
./Font/Font/Sample060/img060-00127.png,x
./Font/Font/Sample060/img060-00169.png,x
./Font/Font/Sample060/img060-00863.png,x
./Font/Font/Sample060/img060-00769.png,x
./Font/Font/Sample060/img060-00001.png,x
./Font/Font/Sample060/img060-00220.png,x
./Font/Font/Sample060/img060-00713.png,x
./Font/Font/Sample060/img060-00781.png,x
./Font/Font/Sample060/img060-00642.png,x
./Font/Font/Sample060/img060-00145.png,x
./Font/Font/Sample060/img060-00386.png,x
./Font/Font/Sample060/img060-00186.png,x
./Font/Font/Sample060/img060-00857.png,x
./Font/Font/Sample060/img060-00173.png,x
./Font/Font/Sample060/img060-00382.png,x
./Font/Font/Sample060/img060-00976.png,x
./Font/Font/Sample060/img060-00426.png,x
./Font/Font/Sample060/img060-00221.png,x
./Font/Font/Sample060/img060-00165.png,x
./Font/Font/Sample060/img060-00006.png,x
./Font/Font/Sample060/img060-00301.png,x
./Font/Font/Sample060/img060-00696.png,x
./Font/Font/Sample060/img060-00238.png,x
./Font/Font/Sample060/img060-00092.png,x
./Font/Font/Sample060/img060-00858.png,x
./Font/Font/Sample060/img060-00904.png,x
./Font/Font/Sample060/img060-00537.png,x
./Font/Font/Sample060/img060-00200.png,x
./Font/Font/Sample060/img060-00988.png,x
./Font/Font/Sample060/img060-00030.png,x
./Font/Font/Sample060/img060-00942.png,x
./Font/Font/Sample060/img060-00312.png,x
./Font/Font/Sample060/img060-00056.png,x
./Font/Font/Sample060/img060-00682.png,x
./Font/Font/Sample060/img060-00622.png,x
./Font/Font/Sample060/img060-00917.png,x
./Font/Font/Sample060/img060-00813.png,x
./Font/Font/Sample060/img060-00249.png,x
./Font/Font/Sample060/img060-00158.png,x
./Font/Font/Sample060/img060-00366.png,x
./Font/Font/Sample060/img060-00656.png,x
./Font/Font/Sample060/img060-00361.png,x
./Font/Font/Sample060/img060-00218.png,x
./Font/Font/Sample060/img060-00880.png,x
./Font/Font/Sample060/img060-00141.png,x
./Font/Font/Sample060/img060-00865.png,x
./Font/Font/Sample060/img060-00326.png,x
./Font/Font/Sample060/img060-00131.png,x
./Font/Font/Sample060/img060-00074.png,x
./Font/Font/Sample060/img060-00945.png,x
./Font/Font/Sample060/img060-00564.png,x
./Font/Font/Sample060/img060-00207.png,x
./Font/Font/Sample060/img060-00095.png,x
./Font/Font/Sample060/img060-00963.png,x
./Font/Font/Sample060/img060-00035.png,x
./Font/Font/Sample060/img060-00450.png,x
./Font/Font/Sample060/img060-00812.png,x
./Font/Font/Sample060/img060-00786.png,x
./Font/Font/Sample060/img060-00774.png,x
./Font/Font/Sample060/img060-00054.png,x
./Font/Font/Sample060/img060-00850.png,x
./Font/Font/Sample060/img060-00968.png,x
./Font/Font/Sample060/img060-00896.png,x
./Font/Font/Sample060/img060-00435.png,x
./Font/Font/Sample060/img060-00178.png,x
./Font/Font/Sample060/img060-00075.png,x
./Font/Font/Sample060/img060-00205.png,x
./Font/Font/Sample060/img060-00620.png,x
./Font/Font/Sample060/img060-00664.png,x
./Font/Font/Sample060/img060-00470.png,x
./Font/Font/Sample060/img060-00032.png,x
./Font/Font/Sample060/img060-00478.png,x
./Font/Font/Sample060/img060-00970.png,x
./Font/Font/Sample060/img060-00811.png,x
./Font/Font/Sample060/img060-00999.png,x
./Font/Font/Sample060/img060-00721.png,x
./Font/Font/Sample060/img060-00154.png,x
./Font/Font/Sample060/img060-00264.png,x
./Font/Font/Sample060/img060-00967.png,x
./Font/Font/Sample060/img060-00724.png,x
./Font/Font/Sample060/img060-00227.png,x
./Font/Font/Sample060/img060-00195.png,x
./Font/Font/Sample060/img060-00180.png,x
./Font/Font/Sample060/img060-00242.png,x
./Font/Font/Sample060/img060-00674.png,x
./Font/Font/Sample060/img060-00217.png,x
./Font/Font/Sample060/img060-00011.png,x
./Font/Font/Sample060/img060-00821.png,x
./Font/Font/Sample060/img060-00941.png,x
./Font/Font/Sample060/img060-00358.png,x
./Font/Font/Sample060/img060-00876.png,x
./Font/Font/Sample060/img060-00670.png,x
./Font/Font/Sample060/img060-00985.png,x
./Font/Font/Sample060/img060-00838.png,x
./Font/Font/Sample060/img060-00495.png,x
./Font/Font/Sample060/img060-00817.png,x
./Font/Font/Sample060/img060-00600.png,x
./Font/Font/Sample060/img060-00381.png,x
./Font/Font/Sample060/img060-00954.png,x
./Font/Font/Sample060/img060-00574.png,x
./Font/Font/Sample060/img060-00899.png,x
./Font/Font/Sample060/img060-00430.png,x
./Font/Font/Sample060/img060-00555.png,x
./Font/Font/Sample060/img060-00061.png,x
./Font/Font/Sample060/img060-00987.png,x
./Font/Font/Sample060/img060-00834.png,x
./Font/Font/Sample060/img060-00780.png,x
./Font/Font/Sample060/img060-00122.png,x
./Font/Font/Sample060/img060-00787.png,x
./Font/Font/Sample060/img060-00856.png,x
./Font/Font/Sample060/img060-00969.png,x
./Font/Font/Sample060/img060-00982.png,x
./Font/Font/Sample060/img060-00285.png,x
./Font/Font/Sample060/img060-00236.png,x
./Font/Font/Sample060/img060-00950.png,x
./Font/Font/Sample060/img060-00755.png,x
./Font/Font/Sample060/img060-00714.png,x
./Font/Font/Sample060/img060-00668.png,x
./Font/Font/Sample060/img060-00788.png,x
./Font/Font/Sample060/img060-00096.png,x
./Font/Font/Sample060/img060-00846.png,x
./Font/Font/Sample060/img060-00888.png,x
./Font/Font/Sample060/img060-00137.png,x
./Font/Font/Sample060/img060-00019.png,x
./Font/Font/Sample060/img060-00306.png,x
./Font/Font/Sample060/img060-00204.png,x
./Font/Font/Sample060/img060-00465.png,x
./Font/Font/Sample060/img060-00166.png,x
./Font/Font/Sample060/img060-00672.png,x
./Font/Font/Sample060/img060-00683.png,x
./Font/Font/Sample060/img060-00105.png,x
./Font/Font/Sample060/img060-00820.png,x
./Font/Font/Sample060/img060-00920.png,x
./Font/Font/Sample060/img060-00252.png,x
./Font/Font/Sample060/img060-00589.png,x
./Font/Font/Sample060/img060-00619.png,x
./Font/Font/Sample060/img060-00040.png,x
./Font/Font/Sample060/img060-00511.png,x
./Font/Font/Sample060/img060-00146.png,x
./Font/Font/Sample060/img060-00563.png,x
./Font/Font/Sample060/img060-00235.png,x
./Font/Font/Sample060/img060-00142.png,x
./Font/Font/Sample060/img060-00373.png,x
./Font/Font/Sample060/img060-00604.png,x
./Font/Font/Sample060/img060-00717.png,x
./Font/Font/Sample060/img060-00749.png,x
./Font/Font/Sample060/img060-00826.png,x
./Font/Font/Sample060/img060-00452.png,x
./Font/Font/Sample060/img060-00474.png,x
./Font/Font/Sample060/img060-00770.png,x
./Font/Font/Sample060/img060-00422.png,x
./Font/Font/Sample060/img060-00522.png,x
./Font/Font/Sample060/img060-00385.png,x
./Font/Font/Sample060/img060-00685.png,x
./Font/Font/Sample060/img060-00126.png,x
./Font/Font/Sample060/img060-00391.png,x
./Font/Font/Sample060/img060-01013.png,x
./Font/Font/Sample060/img060-00722.png,x
./Font/Font/Sample060/img060-00893.png,x
./Font/Font/Sample060/img060-00486.png,x
./Font/Font/Sample060/img060-00691.png,x
./Font/Font/Sample060/img060-00052.png,x
./Font/Font/Sample060/img060-00881.png,x
./Font/Font/Sample060/img060-00926.png,x
./Font/Font/Sample060/img060-00912.png,x
./Font/Font/Sample060/img060-00387.png,x
./Font/Font/Sample060/img060-00959.png,x
./Font/Font/Sample060/img060-00072.png,x
./Font/Font/Sample060/img060-00097.png,x
./Font/Font/Sample060/img060-00055.png,x
./Font/Font/Sample060/img060-00446.png,x
./Font/Font/Sample060/img060-00690.png,x
./Font/Font/Sample060/img060-00319.png,x
./Font/Font/Sample060/img060-00125.png,x
./Font/Font/Sample060/img060-00117.png,x
./Font/Font/Sample060/img060-00530.png,x
./Font/Font/Sample060/img060-00860.png,x
./Font/Font/Sample060/img060-00410.png,x
./Font/Font/Sample060/img060-00966.png,x
./Font/Font/Sample060/img060-00177.png,x
./Font/Font/Sample060/img060-00015.png,x
./Font/Font/Sample060/img060-00981.png,x
./Font/Font/Sample060/img060-00579.png,x
./Font/Font/Sample060/img060-00718.png,x
./Font/Font/Sample060/img060-00962.png,x
./Font/Font/Sample060/img060-00806.png,x
./Font/Font/Sample060/img060-00471.png,x
./Font/Font/Sample060/img060-00666.png,x
./Font/Font/Sample060/img060-00542.png,x
./Font/Font/Sample060/img060-00700.png,x
./Font/Font/Sample060/img060-00647.png,x
./Font/Font/Sample060/img060-00853.png,x
./Font/Font/Sample060/img060-00575.png,x
./Font/Font/Sample060/img060-00651.png,x
./Font/Font/Sample060/img060-00013.png,x
./Font/Font/Sample060/img060-00588.png,x
./Font/Font/Sample060/img060-00121.png,x
./Font/Font/Sample060/img060-00404.png,x
./Font/Font/Sample060/img060-00782.png,x
./Font/Font/Sample060/img060-01004.png,x
./Font/Font/Sample060/img060-00830.png,x
./Font/Font/Sample060/img060-00124.png,x
./Font/Font/Sample060/img060-00284.png,x
./Font/Font/Sample060/img060-00595.png,x
./Font/Font/Sample060/img060-00909.png,x
./Font/Font/Sample060/img060-00697.png,x
./Font/Font/Sample060/img060-00416.png,x
./Font/Font/Sample060/img060-01016.png,x
./Font/Font/Sample060/img060-00887.png,x
./Font/Font/Sample060/img060-00505.png,x
./Font/Font/Sample060/img060-00503.png,x
./Font/Font/Sample060/img060-00854.png,x
./Font/Font/Sample060/img060-00010.png,x
./Font/Font/Sample060/img060-00861.png,x
./Font/Font/Sample060/img060-00394.png,x
./Font/Font/Sample060/img060-00897.png,x
./Font/Font/Sample060/img060-01008.png,x
./Font/Font/Sample060/img060-00875.png,x
./Font/Font/Sample060/img060-00374.png,x
./Font/Font/Sample060/img060-00116.png,x
./Font/Font/Sample060/img060-00711.png,x
./Font/Font/Sample060/img060-00403.png,x
./Font/Font/Sample060/img060-00039.png,x
./Font/Font/Sample060/img060-00024.png,x
./Font/Font/Sample060/img060-00302.png,x
./Font/Font/Sample060/img060-00900.png,x
./Font/Font/Sample060/img060-00023.png,x
./Font/Font/Sample060/img060-00140.png,x
./Font/Font/Sample060/img060-00120.png,x
./Font/Font/Sample060/img060-00321.png,x
./Font/Font/Sample060/img060-00476.png,x
./Font/Font/Sample060/img060-00328.png,x
./Font/Font/Sample060/img060-00448.png,x
./Font/Font/Sample060/img060-00296.png,x
./Font/Font/Sample060/img060-00805.png,x
